"Country","Education","Supernatural.Beliefs","Religious.Formation","Belief.In.God","Religious.Practice","Year"
"hungary",7,0.56617008438313,0.916219986555946,0.0443690498548484,0.364958583860747,"1991"
"hungary",7,0.0526370956294621,0.954409855427122,0.242371476152972,0.68854364709065,"1991"
"hungary",4,0.0604082677783943,0.960018837992686,0.0398098873485184,0.419157843806501,"1991"
"hungary",7,0.589898158637996,0.453431936360258,0.0315644493743778,0.18002826848854,"1991"
"hungary",8,0.0478161164102611,0.943289125282872,0.188184907990033,0.726527760681902,"1991"
"hungary",6,0.977158941931368,0.0425617576423246,0.0161155613597975,0.0292196134859666,"1991"
"hungary",4,0.619837336267262,0.632691650873455,0.41360097438099,0.15687776383925,"1991"
"hungary",4,0.983022155311784,0.0382236591062767,0.0179564684792413,0.0257038362216548,"1991"
"hungary",4,0.996804410626613,0.0545688714140337,0.0141190986783706,0.0632338423544468,"1991"
"hungary",6,0.967518171840656,0.0798003891207585,0.435462363229997,0.043068429402849,"1991"
"hungary",8,0.318650122556289,0.969648649291503,0.424758208765399,0.553783621902644,"1991"
"hungary",3,0.074861003413823,0.943554524592555,0.472942962535767,0.716075082977476,"1991"
"hungary",3,0.0513740281740882,0.943482460468232,0.474122473765107,0.65705793098935,"1991"
"hungary",6,0.884777294430781,0.754055051014548,0.0278669933874899,0.287262207601685,"1991"
"hungary",6,0.952304182888661,0.289312775642825,0.40793146248512,0.0460108612716091,"1991"
"hungary",6,0.889363449881606,0.831831499230124,0.21868679113461,0.121692729692885,"1991"
"hungary",6,0.885058015391692,0.105809746526497,0.15485706990069,0.113178038694872,"1991"
"hungary",6,0.9356984903259,0.0542230896936357,0.0200435514191368,0.0655232148188389,"1991"
"hungary",6,0.93811744760477,0.756569536334219,0.0710519032843603,0.34220430256034,"1991"
"hungary",3,0.669097284778505,0.610405489545725,0.0265387771746644,0.0934229953051516,"1991"
"hungary",3,0.831414684739566,0.895916353646911,0.0411349470214858,0.292967693315975,"1991"
"hungary",6,0.454569909414497,0.565107774517071,0.424996836464162,0.118930481485591,"1991"
"hungary",7,0.809415776957688,0.853477608581652,0.483644263822483,0.411943945073496,"1991"
"hungary",7,0.957012213458903,0.038885123748933,0.951977947577723,0.112654219225631,"1991"
"hungary",6,0.932464417737932,0.10387957774987,0.0304619342386212,0.0584542680504589,"1991"
"hungary",6,0.974472199857122,0.0397526186483545,0.00966074475900966,0.0959182902348084,"1991"
"hungary",6,0.429924379856743,0.93329364061697,0.542672624713912,0.55660574388874,"1991"
"hungary",6,0.903977936497428,0.535938035857922,0.0322080781889719,0.116021753447407,"1991"
"hungary",8,0.963673796277282,0.260374085594102,0.0662532394744132,0.115718525052822,"1991"
"hungary",7,0.902554574453627,0.790180166417753,0.584318007432878,0.304110954615005,"1991"
"hungary",6,0.077281888008441,0.961640821119651,0.041025976037642,0.643815464557644,"1991"
"hungary",3,0.55142127827096,0.879192645622361,0.0280677920161048,0.572963060272106,"1991"
"hungary",6,0.834832242999387,0.853496332382208,0.261868336028786,0.346061201274316,"1991"
"hungary",3,0.910507958448678,0.843317705166591,0.0300541169437793,0.414874642357841,"1991"
"hungary",6,0.948428396096021,0.39069994818854,0.941670761844179,0.176918146393654,"1991"
"hungary",6,0.971086453692364,0.120430097158038,0.0168642358944092,0.0436372178142754,"1991"
"hungary",5,0.940046107833083,0.816639643471936,0.0228530745592221,0.147232045001481,"1991"
"hungary",6,0.0840608103681107,0.942865370016781,0.0479993672017255,0.312113087177617,"1991"
"hungary",4,0.959121500156751,0.345076916866499,0.017401804416383,0.102088365811527,"1991"
"hungary",4,0.769757009793118,0.896340370122568,0.0310122878415081,0.598971932375255,"1991"
"hungary",5,0.981222706352496,0.264058599258922,0.0163117541287229,0.11321374166644,"1991"
"hungary",6,0.78453728691836,0.924685881664651,0.029065655572345,0.400016628232525,"1991"
"hungary",4,0.979667874513958,0.0186458045709467,0.710880999097772,0.0398183965276199,"1991"
"hungary",6,0.96234789847495,0.0865658575554019,0.491086541442603,0.0381957555088696,"1991"
"hungary",8,0.544315925845082,0.886978194107346,0.539308692290484,0.573041024327108,"1991"
"hungary",8,0.452337247284863,0.888496128768491,0.503006286418179,0.245784401534363,"1991"
"hungary",6,0.569971776641256,0.916962136454025,0.0287453663548768,0.193498329727025,"1991"
"hungary",6,0.471498977106686,0.872877160941341,0.0297044222430413,0.348765479301376,"1991"
"hungary",5,0.947951806507806,0.38563346112691,0.0125109515628918,0.0536523756450715,"1991"
"hungary",3,0.962358520601774,0.128301859671266,0.0148801583837093,0.0984019363831587,"1991"
"hungary",5,0.961129355192888,0.284181663573246,0.0274789649468648,0.0355097222367197,"1991"
"hungary",6,0.336835290973515,0.941235933202966,0.0390857994908231,0.543635978729479,"1991"
"hungary",4,0.670891074850282,0.208492696916016,0.222194620353345,0.175478590817144,"1991"
"hungary",7,0.971736262715854,0.0469220252607246,0.195708978819946,0.0593728314505747,"1991"
"hungary",6,0.668538743697758,0.367461362359889,0.0286532049205274,0.312418691731888,"1991"
"hungary",6,0.907354164993162,0.863974986806004,0.953312271580741,0.380663914911862,"1991"
"hungary",6,0.971336868128679,0.0856963787683084,0.0165903137223825,0.0390376403124888,"1991"
"hungary",5,0.976444070403453,0.0234957677910672,0.252010855580793,0.0507528306719464,"1991"
"hungary",5,0.84177614033859,0.647062220909799,0.0251905115936093,0.117805207270579,"1991"
"hungary",4,0.956641546749462,0.0151535656350736,0.820697211624605,0.0885318418771901,"1991"
"hungary",4,0.21685735446265,0.910558583742536,0.0555080565814724,0.346949654497444,"1991"
"hungary",4,0.48012363615802,0.9198059626599,0.0466157359581365,0.194175509448915,"1991"
"hungary",3,0.075531076237452,0.931344473050007,0.281443349555384,0.694284619452464,"1991"
"hungary",6,0.970318896385303,0.237108497205648,0.0204706516958231,0.0210489433053974,"1991"
"hungary",5,0.35425573914742,0.855372310488538,0.226538198854027,0.525954454587101,"1991"
"hungary",6,0.559514546172778,0.918768879864961,0.218600406179735,0.263790074305116,"1991"
"hungary",4,0.400829663443613,0.926536706908228,0.403631915614558,0.301136787713952,"1991"
"hungary",4,0.253757079374646,0.945229280351474,0.286797207839455,0.390901316932597,"1991"
"hungary",5,0.645638385776233,0.386508311247818,0.0229077961680279,0.0596632241737969,"1991"
