"Country","Education","Supernatural.Beliefs","Religious.Formation","Belief.In.God","Religious.Practice","Year"
"norway",8,0.158565595817789,0.930499950513419,0.643068392227729,0.418762402855892,"1998"
"norway",4,0.659978427471054,0.730250428261906,0.448451042713352,0.303151290338648,"1998"
"norway",6,0.0354419992700288,0.889593921505614,0.669518764730013,0.882944042103014,"1998"
"norway",5,0.790396352576522,0.0640848418585734,0.485487822358102,0.0871634052121287,"1998"
"norway",7,0.944502153035822,0.758296019696218,0.176630130859016,0.207914822927808,"1998"
"norway",8,0.955738395638341,0.270907241673591,0.944253572503999,0.123438356959466,"1998"
"norway",8,0.303502720477676,0.90320518297152,0.594895013312624,0.492997277489439,"1998"
"norway",7,0.980605976759543,0.0430081743885597,0.024139697871465,0.0797476440854934,"1998"
"norway",8,0.395524877787484,0.704779296981338,0.0303212525331089,0.450269666712355,"1998"
"norway",8,0.347416147173848,0.862738956052131,0.231408930658288,0.318429163246187,"1998"
"norway",8,0.80853907047175,0.0530282535232168,0.0112496630605022,0.0636814274730197,"1998"
"norway",4,0.960958407367644,0.0930624346514189,0.259339278418518,0.0478750459073888,"1998"
"norway",5,0.881303624083723,0.0601396738860162,0.209953823250696,0.05278390777505,"1998"
"norway",8,0.0489032454149823,0.860554324860115,0.851352513276912,0.721731345514658,"1998"
"norway",8,0.339565076110844,0.915530611715859,0.500393929607934,0.490456216903608,"1998"
"norway",8,0.880675138001251,0.242006122139272,0.598370685360544,0.176815555407912,"1998"
"norway",6,0.693969686295034,0.572008418792303,0.728089513529837,0.725011786524414,"1998"
"norway",8,0.11571827298487,0.724213600289845,0.940905766069584,0.621334062172797,"1998"
"norway",5,0.414210322561067,0.766383437185846,0.0235631439024828,0.203881805686513,"1998"
"norway",6,0.11135580478392,0.919740445237591,0.846437855277638,0.788474932395887,"1998"
"norway",5,0.807847300268142,0.722447615248384,0.0194246098691756,0.0889601735632976,"1998"
"norway",8,0.970884843154743,0.0300111452778874,0.935123552271597,0.105833941466224,"1998"
"norway",4,0.672524480862825,0.149904387788015,0.0260619384336748,0.107251701098676,"1998"
"norway",8,0.965800107632545,0.244585161710414,0.587045223997025,0.0793308781001595,"1998"
"norway",6,0.968803933023705,0.0512544464170542,0.713263952859323,0.0757181070769571,"1998"
"norway",8,0.901994750079079,0.143560802378695,0.77802700680663,0.159647135657771,"1998"
"norway",6,0.602448212006325,0.742384795698301,0.0253390501608033,0.104596762591217,"1998"
"norway",6,0.429977528117518,0.864039553848171,0.0211664391094422,0.21545883934468,"1998"
"norway",4,0.725835107378057,0.87957987122476,0.0163219534245068,0.171386010864753,"1998"
"norway",5,0.950503084695951,0.0813269307485584,0.0279581754309073,0.421547406198818,"1998"
"norway",5,0.536261871740864,0.847248035709431,0.264469216338281,0.231180668275028,"1998"
"norway",4,0.678825766634252,0.107869064319145,0.251948265733838,0.149544451954274,"1998"
"norway",5,0.814663473853806,0.341026618925643,0.0102486673182586,0.0612959920307011,"1998"
"norway",8,0.710436164034821,0.302087269954159,0.394208776219564,0.0813607409710509,"1998"
"norway",6,0.92354352948805,0.142419097258312,0.26363000053138,0.156220795511996,"1998"
"norway",6,0.964114538130254,0.044731685757405,0.262538943132077,0.0585411032599406,"1998"
"norway",7,0.352755182528332,0.84491966632066,0.267363926030572,0.225618068425503,"1998"
"norway",6,0.968467606067383,0.0490405354643191,0.0158820225395437,0.0431356141337417,"1998"
"norway",8,0.392610522287679,0.900637291895942,0.218776669973146,0.144646384165299,"1998"
"norway",8,0.679408248824692,0.153690809121412,0.0220387876971055,0.0830937496609316,"1998"
"norway",8,0.955341546543173,0.354248218674594,0.253168576333867,0.230792751049052,"1998"
"norway",7,0.929269128946762,0.123320011638552,0.0357582560488762,0.0915767163360212,"1998"
"norway",5,0.980384067381959,0.0376405023121958,0.18999285012724,0.0918509040782245,"1998"
"norway",6,0.862270163117971,0.156543809254544,0.409822358555069,0.0960177683022909,"1998"
"norway",4,0.978816147781472,0.0372797127493265,0.0118049231966937,0.040340254551031,"1998"
"norway",8,0.684604262065204,0.307086442815855,0.26262376985958,0.098476983729273,"1998"
"norway",8,0.0286143595433938,0.902893362525646,0.861001834077245,0.905057304616116,"1998"
"norway",6,0.128703191032795,0.890652644301439,0.0498811373332731,0.309559375707178,"1998"
