"Country","Education","Supernatural.Beliefs","Religious.Formation","Belief.In.God","Religious.Practice","Year"
"australia",5,0.691500829852612,0.119749899740465,0.397095531100756,0.100395452522906,"1991"
"australia",5,0.55005603659061,0.854358612532392,0.777025250916923,0.12191479115845,"1991"
"australia",8,0.484571034201457,0.469694833746762,0.265856221311139,0.189551765321011,"1991"
"australia",5,0.545359772735491,0.38251078811785,0.0245616217335581,0.170728129166966,"1991"
"australia",4,0.671274841380443,0.733387878857783,0.0151410423552451,0.100202107349966,"1991"
"australia",6,0.0343127109547345,0.893111163995886,0.981736295301487,0.900554963319386,"1991"
"australia",5,0.033867057721407,0.92955852998176,0.527502003709403,0.815367974115292,"1991"
"australia",5,0.0750081415574467,0.921734129770825,0.558613419436233,0.499264989872215,"1991"
"australia",6,0.195808311030152,0.958422022518782,0.22349015347481,0.50251140374464,"1991"
"australia",5,0.392076523967496,0.935446460338828,0.547915514981605,0.757495996725226,"1991"
"australia",8,0.141710467181533,0.690690193906806,0.49579239838135,0.153752285660657,"1991"
"australia",5,0.963753714308803,0.150958716654071,0.575853991332683,0.100989055788424,"1991"
"australia",6,0.541177767415342,0.42300143519529,0.0175603106547544,0.126601476706292,"1991"
"australia",5,0.282384221153169,0.958619390459362,0.0402904671790538,0.674584286935939,"1991"
"australia",5,0.110270912440727,0.93063369350532,0.748907748311675,0.770328463407161,"1991"
"australia",6,0.353153543215061,0.836501426276505,0.0767629149815487,0.327228805922273,"1991"
"australia",4,0.657558528308665,0.797254751512886,0.262462340397186,0.230994973823914,"1991"
"australia",8,0.966930968252055,0.0450049381530929,0.195933568460128,0.0467118181745453,"1991"
"australia",5,0.237403204788516,0.934024388729034,0.642795076912944,0.456059558961987,"1991"
"australia",6,0.159345802896174,0.925604412366294,0.0482989696912012,0.388708602249236,"1991"
"australia",8,0.831651086298962,0.754514598275616,0.0240348058046264,0.262420432151258,"1991"
"australia",6,0.0308475195521772,0.941293265154277,0.664706729174437,0.740569309242668,"1991"
"australia",6,0.44888519336329,0.880955445704126,0.272465361219006,0.492965777985621,"1991"
"australia",6,0.681568502229748,0.13657090141161,0.757730230776722,0.0800679950597849,"1991"
"australia",8,0.0994455498365632,0.91165239642196,0.715102962733258,0.872866723282749,"1991"
"australia",8,0.562042008570294,0.88421887061458,0.460899516740989,0.228796457238205,"1991"
"australia",5,0.974244368003413,0.045088347851595,0.0159948280312883,0.0817967311281446,"1991"
"australia",5,0.0828538414496022,0.955278071910361,0.0455376541653362,0.317974075380745,"1991"
"australia",5,0.673154169251792,0.285021984898895,0.457593508746858,0.10072400246219,"1991"
"australia",5,0.584351052606712,0.773982537748042,0.7209600930182,0.216181331154946,"1991"
"australia",8,0.639410267954809,0.348179208225103,0.246786948937109,0.0752286951914746,"1991"
"australia",6,0.671633279045166,0.371611049919683,0.211897354686882,0.21348618352733,"1991"
"australia",5,0.145750288970423,0.91258153344072,0.518017681746549,0.547673858006864,"1991"
"australia",5,0.884863038588905,0.748603550399969,0.0182623766517721,0.126573249783899,"1991"
"australia",5,0.299698653901814,0.9100424998067,0.263013462953441,0.350438445544983,"1991"
"australia",6,0.663924814729366,0.544064206951721,0.261962470173234,0.140165630080767,"1991"
"australia",4,0.418503414179216,0.699973150374773,0.749503444585766,0.722986961232268,"1991"
"australia",5,0.465347141562786,0.928974801396167,0.226667964778615,0.289385119645512,"1991"
"australia",5,0.545270989994419,0.842039657149546,0.0238327164849536,0.22889635764655,"1991"
"australia",6,0.813269160583768,0.371906810089694,0.0123849648917057,0.182374543213565,"1991"
"australia",4,0.41967994520525,0.917389420675901,0.642744374279864,0.345459490794678,"1991"
"australia",8,0.136984162695342,0.898410066507357,0.709072501605798,0.844836992560516,"1991"
"australia",6,0.394913435040354,0.853921565106649,0.0305456088216995,0.202240254414229,"1991"
"australia",8,0.540687624656828,0.858837531443587,0.67730918318711,0.562697457913126,"1991"
"australia",8,0.96357262926504,0.295653267840264,0.261237448340257,0.130546113135612,"1991"
"australia",8,0.968300654592846,0.0506836951949674,0.025057167893492,0.0537181559644165,"1991"
"australia",8,0.332674806545122,0.923666437400219,0.607909428823485,0.61658459443347,"1991"
"australia",5,0.476854282641523,0.920301053267061,0.266414370435899,0.195637189486424,"1991"
"australia",5,0.275299467629076,0.894936365554323,0.47342362368713,0.851060430792507,"1991"
"australia",6,0.720665728095388,0.0887483309765755,0.0218332061054543,0.0713161952182868,"1991"
"australia",6,0.0270572873477374,0.736836383834686,0.947867634281127,0.855910900367478,"1991"
"australia",8,0.986589189286588,0.246522023198675,0.0207496643576364,0.0550641351751128,"1991"
"australia",5,0.339741627036717,0.967846213157715,0.767633746439209,0.342031279159677,"1991"
"australia",6,0.689222157790746,0.355282500642114,0.0267227991028809,0.0928782541483952,"1991"
"australia",5,0.0412224696302972,0.916636066149203,0.328167968010897,0.745271617034093,"1991"
"australia",5,0.46732975964999,0.875118695382133,0.253147251795518,0.243133847080705,"1991"
"australia",5,0.0920528822795308,0.897290952279009,0.272535644138783,0.121521791142177,"1991"
"australia",4,0.0801469397218258,0.923582664280132,0.366401018344897,0.679895908822136,"1991"
"australia",5,0.332926307552451,0.949794281302875,0.779626714789019,0.467050249017981,"1991"
"australia",6,0.971780789152683,0.285876311651205,0.0295098767886034,0.146367977575355,"1991"
"australia",8,0.681006753228211,0.117255387906759,0.25782009175101,0.0904477415206612,"1991"
"australia",5,0.0208658421150291,0.725120685554049,0.441035900872489,0.868885886942519,"1991"
"australia",6,0.690048563677297,0.0590369240471651,0.208838940170563,0.0622051620989136,"1991"
"australia",5,0.339338227064846,0.863380982044274,0.50314741573087,0.535890299062781,"1991"
"australia",5,0.862621086430563,0.72035835088802,0.0105163222515152,0.114220908885656,"1991"
"australia",6,0.970770409590474,0.11698547253661,0.0246523199244585,0.167835406047514,"1991"
"australia",6,0.317438745017241,0.886676336706088,0.391254302215465,0.556476113065533,"1991"
"australia",5,0.0698092504216818,0.91065075317715,0.458447834135207,0.275126854984599,"1991"
"australia",5,0.253048537499781,0.943950509364743,0.663963918825081,0.802886411679852,"1991"
"australia",5,0.0396960386397216,0.909493818133014,0.671259626250526,0.860437120204132,"1991"
"australia",5,0.354359816895738,0.780015068573845,0.543575823770233,0.362966527826341,"1991"
"australia",5,0.682771289606014,0.31078041268118,0.628694238587998,0.152415145899449,"1991"
"australia",5,0.440912641239785,0.895712268111323,0.263943571599998,0.10360513402452,"1991"
"australia",8,0.0530888094191911,0.88395526161304,0.761086693010007,0.914690504350708,"1991"
"australia",6,0.0272914824759441,0.919382876014347,0.666103171190718,0.796016319889081,"1991"
"australia",5,0.427093680467575,0.384502322152045,0.024333960941332,0.114456663905687,"1991"
"australia",5,0.447229993287926,0.84271599731303,0.257296928635447,0.1587679401177,"1991"
"australia",8,0.027045882927801,0.917073163551696,0.99569305706004,0.90034629081323,"1991"
"australia",5,0.404075040762675,0.967171495806663,0.0385265531037991,0.334522174719751,"1991"
"australia",5,0.0318830225668822,0.90170385550919,0.749212091745949,0.704767655957673,"1991"
"australia",6,0.672102787944574,0.353516112093888,0.262278912305116,0.0833291301035566,"1991"
"australia",5,0.685998910431607,0.310439441904487,0.628557800224337,0.0914579333347437,"1991"
"australia",5,0.175341663486329,0.917675167435931,0.608096251874386,0.53764057634777,"1991"
"australia",5,0.437620163403283,0.88431061567668,0.225769857564841,0.598325069814111,"1991"
"australia",5,0.20098544351046,0.626182208524533,0.264404859054751,0.211096565068226,"1991"
"australia",5,0.327030783567888,0.931341383000634,0.405818593692749,0.272159472896015,"1991"
"australia",5,0.28775622628175,0.936061055967693,0.684373446221835,0.434985163830739,"1991"
"australia",5,0.976592319303975,0.239394624135145,0.943754937073669,0.0613243649968516,"1991"
"australia",8,0.930345266420269,0.290986197662299,0.00968803913289463,0.0726753029640959,"1991"
"australia",5,0.416777676562411,0.645142785484286,0.742891762469812,0.644828484854721,"1991"
"australia",5,0.051291957197618,0.914543650088146,0.0573260328447027,0.693680870817626,"1991"
"australia",5,0.0611756051720022,0.895800715382427,0.670386071451303,0.853467878138515,"1991"
"australia",5,0.324999155430268,0.939828198238692,0.0530390223466032,0.730928248796352,"1991"
"australia",5,0.369094139068051,0.829358717014998,0.221536075512762,0.200679698412632,"1991"
"australia",5,0.286332080798456,0.919678853821865,0.830256824447997,0.200031993885128,"1991"
"australia",5,0.954808224898027,0.659581610323517,0.249336815317519,0.0611100371070422,"1991"
"australia",8,0.545904748337988,0.451770125779911,0.716714627674244,0.1692338274817,"1991"
"australia",6,0.470982485863892,0.859872384450716,0.0236461501154914,0.234614941213268,"1991"
"australia",8,0.972009131411173,0.0473980274555946,0.0124479077845846,0.155410825636374,"1991"
"australia",5,0.114992365142963,0.748254760881633,0.877032333203654,0.193007779645266,"1991"
"australia",5,0.577833029568297,0.852114143307249,0.637877214085271,0.365455865704243,"1991"
"australia",5,0.0573469834152564,0.911045170714349,0.712419723563042,0.847251676787735,"1991"
"australia",5,0.0569909560903982,0.896701631078778,0.706923831094662,0.703485612563694,"1991"
"australia",8,0.290021745645299,0.923851081190982,0.637709835428164,0.665043964482978,"1991"
"australia",5,0.970209342403187,0.245772567478381,0.297068431113437,0.141318454443548,"1991"
"australia",5,0.36201035144584,0.888432173390191,0.040416212382684,0.594039434893139,"1991"
"australia",8,0.696383442572143,0.256151838904312,0.252089708797747,0.182630878889124,"1991"
"australia",5,0.30050607151668,0.82576502091582,0.259163317315854,0.168436471966721,"1991"
"australia",4,0.331159455785741,0.912064678421405,0.46344908027562,0.398134215306387,"1991"
"australia",5,0.894952327951095,0.0350454462438226,0.894446623602732,0.0602553789791526,"1991"
"australia",6,0.676979114022191,0.286085887180418,0.569753996924868,0.0589528415585614,"1991"
"australia",8,0.812682414680156,0.360641510945942,0.619061274294401,0.10757059013438,"1991"
"australia",5,0.0983076937545524,0.751444017175052,0.603761102102902,0.103235817245862,"1991"
"australia",6,0.334755991317154,0.89146749710677,0.468721471578372,0.461402797036765,"1991"
"australia",6,0.622701713927884,0.638787965190253,0.032178119442956,0.189936381382835,"1991"
"australia",8,0.398949873965717,0.863059116415857,0.619478432900598,0.825694200739677,"1991"
"australia",5,0.312149864209695,0.912300769659658,0.509518953908428,0.762285539691313,"1991"
"australia",6,0.0351454086666166,0.9442230321039,0.378996159468434,0.818655229365528,"1991"
"australia",5,0.0765674770176432,0.881784512782904,0.752652988728477,0.665450832981944,"1991"
"australia",4,0.156660989973526,0.966684013109513,0.599545611418703,0.500692485542685,"1991"
"australia",6,0.977445095819326,0.0410765882097681,0.0122931074721029,0.0364516338061804,"1991"
"australia",6,0.718225748576883,0.620696045872031,0.449272025154676,0.0641361624149117,"1991"
"australia",6,0.0990531911517523,0.900157842158712,0.366157843523857,0.177304462070156,"1991"
